,구분,호선,,화장실,엘리베이터,리프트,안전발판,안전거리,충전,이전역,다음역,lon,lan,안전하차
9-샛강,샛강,9,4116,1,0,0,0 ,5.2 ,0,,,126.928422,37.517274, 1-4
9-노량진,노량진,9,4117,1,0,0,0 ,5.6 ,0,샛강,노들,126.942454,37.514219, 1-4
9-노들,노들,9,4118,1,0,0,0 ,7.3 ,0,,,126.953222,37.512887, 1-4
9-흑석,흑석,9,4119,1,0,0,0 ,8.9 ,0,,,126.963708,37.50877, 1-4
9-동작,동작,9,4120,1,0,0,0 ,7.2 ,1,,,126.979306,37.502971, 1-4
9-구반포,구반포,9,4121,1,0,0,0 ,7.6 ,0,,,126.987332,37.501364, 1-4
9-신반포,신반포,9,4122,1,0,0,0 ,7.4 ,0,,,126.995925,37.503415, 1-4
9-고속터미널,고속터미널,9,4123,1,0,0,0 ,5.3 ,1,,,127.004943,37.50481, 1-4
9-사평,사평,9,4124,1,0,0,0 ,5.7 ,0,,,127.015259,37.504206, 1-4
9-신논현,신논현,9,4125,1,0,0,0 ,5.1 ,0,,,127.02506,37.504598, 1-4
9-언주,언주,9,4126,0,0,0,0 ,8.9 ,0,,,127.033868 ,37.507287 , 1-4
9-선정릉,선정릉,9,4127,0,0,0,0 ,7.0 ,0,,,127.043593 ,37.510980 , 1-4
9-삼성중앙,삼성중앙,9,4128,0,0,0,0 ,9.4 ,0,,,127.053282 ,37.513011 , 1-4
9-삼전,삼전,9,4131,0,0,0,0 ,-,1,,,-,-, 1-4
9-석촌고분,석촌고분,9,4132,0,0,0,0 ,-,1,,,-,-, 1-4
9-석촌,석촌,9,4133,1,0,0,0 ,-,1,,,127.106979,37.505431, 1-4
9-송파나루,송파나루,9,4134,0,0,0,0 ,-,1,,,-,-, 1-4
9-한성백제,한성백제,9,4135,0,0,0,0 ,-,1,,,-,-, 1-4
9-올림픽공원,올림픽공원,9,4136,1,0,0,0 ,-,1,,,-,-, 1-4
9-둔촌오륜,둔촌오륜,9,4137,0,0,0,0 ,-,0,,,-,-, 1-4
9-중앙보훈병원,중앙보훈병원,9,4138,0,0,0,0 ,-,1,,,-,-, 1-4
